UserID,MovieID,Rating,Timestamp
225,2964,1,976832094
229,3050,4,1039505323
229,2569,3,976822780
229,3563,2,1039502543
229,2839,5,1046325855
235,811,3,980128799
235,751,3,976771373
235,3047,4,976772245
235,958,3,977093819
235,3245,4,1018412679
235,128,5,976770205
235,137,3,976770248
235,2008,2,977102055
235,638,2,1010264719
238,1423,5,976760529
238,844,5,976760260
238,3215,4,976766336
238,1471,4,976760260
238,2904,5,976760774
243,2913,3,976749416
245,3139,3,976738022
255,2627,2,976680059
261,3867,2,976671408
261,1134,3,976670008
278,3933,4,976587545
278,3058,3,976587027
278,3351,4,976587078
278,2636,3,976587126
278,2740,3,976586668
281,2388,4,976571775
284,652,2,976574064
284,755,4,976574177
284,834,1,976573081
284,3474,4,976574424
284,3777,1,976574064
293,3119,1,976654787
293,3335,1,976561375
293,3346,1,976654828
293,2545,1,980976165
293,1743,4,999472243
293,3490,1,976654872
293,3651,1,976654787
293,2855,1,976654527
293,1989,1,976654563
293,1990,1,976654563
293,2963,4,980974230
293,1165,1,976654828
293,1313,1,976561375
295,3121,4,976527528
297,1002,5,976513373
300,1058,5,976505874
302,865,2,976506218
302,3645,2,976508652
302,1164,1,976508660
303,1743,5,976504442
304,681,4,976502399
304,3121,4,976502560
304,2008,1,976502560
305,2464,2,976498099
305,1990,1,976497973
306,336,4,979703866
313,2219,4,976474144
314,3121,5,1010089675
319,726,3,976419589
319,119,3,976423036
319,375,3,976427445
327,3047,2,976397841
327,1384,4,976398815
327,863,3,976398815
327,2673,4,976397841
327,2824,3,976397718
327,2825,1,976397718
327,1039,4,976397578
327,375,4,976398304
327,2933,4,976397841
327,1058,4,976397896
327,1163,3,976397718
329,243,1,977871645
331,2175,4,976385519
331,2281,3,1000326898
331,1651,4,978884729
331,993,4,984153990
331,503,3,984153467
331,75,1,984154084
331,630,4,984154084
335,1153,1,976363432
336,1383,1,976362039
337,1383,2,976349638
340,2636,3,976340943
343,939,3,1006703592
343,1817,2,1045945209
343,1749,4,1003523093
345,124,4,976335143
352,1651,5,976332502
352,1659,3,976332205
352,119,4,976334022
352,124,5,976332130
352,228,4,976335199
352,1773,1,976332080
352,336,1,976329887
352,283,3,976335955
355,2298,1,977033412
382,1807,5,976302358
383,807,4,976300268
385,1153,3,976570564
386,96,4,976303312
389,2063,1,976298826
389,2673,1,976298826
389,3817,1,976298826
389,1149,1,976299069
390,3351,4,976304454
390,2740,4,976306143
390,2754,4,976311461
391,974,4,981331469
391,3640,5,976297787
392,3374,2,976551270
393,106,4,976298269
402,228,3,976296654
407,626,1,976288806
408,1450,4,1020427171
411,2079,3,978451487
411,3293,4,976894519
412,1795,4,976287703
419,1538,1,976290376
424,3933,3,1017694179
424,3490,5,976308566
424,2854,3,1017839380
424,2855,3,1017694179
424,2326,3,1036673964
424,129,4,997755315
428,3625,4,976260348
429,1313,1,976258987
438,1133,3,976257194
445,1720,2,976240513
454,578,5,976599114
454,1450,5,976234479
454,3410,5,1025236071
454,411,1,1025237460
454,658,3,1025574350
454,2931,5,976234090
457,2911,4,976393349
458,3933,3,976230104
459,3892,4,976228948
464,2768,2,976227034
466,406,4,976227887
466,2342,3,976226923
468,1656,4,976225471
471,626,2,976223273
475,212,1,976218866
476,626,4,976223250
476,56,3,976220847
477,251,4,976219887
482,1807,4,1002084182
493,1450,4,976216685
494,243,3,976216510
504,3648,3,976209369
509,974,5,976207582
509,1539,3,976298113
509,2388,4,976296642
509,2913,4,976206557
511,1579,3,976206196
513,37,4,976205121
515,2830,4,976203610
516,2487,3,976279675
518,2056,4,980963755
518,1656,4,980869892
524,2850,2,976170565
524,3860,3,976166371
524,1501,3,976173325
524,1531,3,976171742
525,1903,4,977202217
526,1062,3,976161325
528,2486,2,980039652
528,2834,3,980038534
531,726,3,978970476
531,200,1,994109678
533,1899,4,976233324
535,3875,1,976138188
535,1087,3,976138245
536,754,2,976137508
541,114,2,976126353
543,228,3,976215387
546,3933,1,976068652
546,3940,1,976068634
549,2211,5,976116746
549,1817,5,976069483
549,3291,2,1029337483
549,1853,3,976071524
549,1055,3,976116925
549,561,4,976116129
550,1153,3,976163802
553,811,3,976059148
560,3139,5,976049544
560,3314,5,976049914
563,2658,2,976046367
563,3611,3,976045204
563,3878,1,976046397
563,1720,1,976046777
568,124,5,976028625
570,638,4,976001071
580,402,3,975971581
580,3137,4,975971816
581,2754,2,975964112
585,771,4,975949674
587,576,3,977844715
587,2631,1,976208238
587,1163,2,976431578
587,1558,1,976208238
587,1565,2,977416450
587,2913,3,976899410
588,771,4,985648290
588,1543,4,979335134
590,649,5,975913355
590,1549,4,975913041
590,114,3,975912933
591,2627,4,975912328
595,2388,5,975897239
601,2464,3,975885938
601,1311,1,975882621
602,3058,1,975878329
602,3878,1,975878509
612,1782,3,975814417
621,1168,3,975798581
624,2869,3,1029032409
624,3140,4,1012023706
629,3944,1,975783457
629,2079,4,975785047
629,2892,3,975782704
629,3866,1,975783394
629,3883,1,975783394
629,3891,2,975783394
629,3892,1,975783457
629,3899,1,975783457
629,1026,4,975784518
639,2056,4,975809523
639,2079,4,975802108
639,3025,4,975810904
644,2063,1,975717535
644,3407,1,975719775
644,2695,1,975717503
644,1163,3,975717503
644,3853,1,975719665
644,2933,1,975717535
644,1058,1,975717535
647,3463,1,975714860
647,1170,1,975714074
647,1383,1,975713691
652,2452,1,975701736
655,1567,1,975700443
655,136,4,975706155
655,3378,3,975698774
656,3232,4,975696721
658,3940,1,975691602
660,2466,3,976806294
660,993,3,975696493
660,634,1,975692308
661,2200,3,975681715
667,3563,1,1027588497
670,2830,4,975628415
670,2129,1,975628314
670,3581,2,975628113
670,545,2,975627921
673,1651,3,975620999
673,2486,1,975619861
673,1117,5,975619703
673,614,1,975620290
673,2175,1,975619808
673,167,5,975620192
673,2773,5,975618857
673,1040,3,975619514
673,385,5,975620088
677,3803,4,975611622
677,2760,5,975610413
678,2415,4,988638268
678,1656,3,989239492
678,860,3,989241254
678,137,4,978703413
678,178,4,989241324
678,3575,4,989237678
683,2695,3,975602284
689,2679,2,975584453
696,2999,5,975560515
699,2207,2,986442349
699,1494,2,986532833
699,1651,3,975563152
699,2850,2,975563024
699,634,1,975559320
699,1170,1,986440405
699,1383,1,975557360
699,2509,3,986532798
699,3184,2,986442450
699,119,2,975558332
699,375,3,986442141
699,1055,2,975565298
699,75,2,986442303
700,3647,4,975555310
705,244,2,975547623
706,2304,2,975543802
706,1543,3,975543802
706,2914,3,975543973
706,2960,3,975544259
709,3940,2,975540834
709,2061,5,975541449
709,1780,5,975541406
709,1990,1,975540834
710,2317,3,975829602
710,2185,4,997515627
721,2415,4,976465468
721,1864,3,976463113
727,2509,3,1007597930
731,734,4,975530491
731,2215,4,975530491
731,958,4,975530744
731,1493,4,975528115
731,1656,2,975528402
731,1871,4,975529162
731,2675,4,975528402
731,2834,3,975530173
731,3640,3,975530075
731,2175,3,975528115
731,1539,4,975529830
731,2510,3,975530631
731,178,4,975531064
731,1793,5,975530744
731,3570,5,975508179
732,3026,1,975496190
732,2156,1,975487077
733,2251,4,975482730
745,3880,1,975466715
746,2298,1,975470858
746,1796,1,975468965
749,2185,4,1014716578
752,1659,2,975460678
752,3410,4,999470556
752,3495,4,1029311492
752,614,2,1007415927
752,3880,4,991949872
752,1514,3,992276463
752,1561,3,991951687
752,359,4,975460789
752,2773,4,1001027661
753,310,4,1012167643
759,925,2,975453125
760,385,4,975452278
767,939,3,975452413
770,1153,2,975443887
772,1383,1,975440817
777,974,2,975604013
777,1901,2,975604013
777,2578,3,975604013
777,59,3,975604013
780,3523,2,975543879
781,626,2,975435527
798,3940,1,975405546
798,2740,2,975408200
801,359,3,975402598
805,2244,4,975396761
808,3940,2,975393708
808,2452,1,975393615
808,2695,2,975431183
808,1168,1,975393535
808,2754,2,975393382
808,1989,1,975393409
808,397,2,975393687
808,3777,2,975393221
812,3563,2,975396185
817,2332,3,975390334
820,3474,3,975383746
821,3880,4,975382293
824,1575,3,975379783
826,3944,2,975373226
826,756,3,975373636
830,1853,1,975366792
835,3878,2,975361459
838,2824,5,975360707
838,3880,4,975359929
838,3883,3,975359954
838,2538,5,975360647
839,2602,2,1004639181
840,974,4,996098658
840,2191,3,999617779
840,1561,3,1034020553
850,792,4,975357193
850,974,4,975349805
850,1811,4,975359352
850,2487,1,975351380
850,1853,3,975361873
850,3490,5,975349702
850,1899,3,975357760
850,3800,5,975359445
850,3850,5,975361750
850,3875,4,975358971
850,3333,4,975352651
850,3346,4,975359630
850,136,4,975350992
850,2904,4,975351212
850,503,4,975350454
850,2963,4,975359372
850,2981,4,975356779
855,1807,3,976412597
855,821,3,975466935
855,863,4,975466196
855,106,4,975466391
855,129,3,976337447
855,1002,4,976340686
855,359,3,975465625
862,3410,3,977718577
862,3880,4,975340404
864,3645,3,977181435
864,1743,4,977180232
869,3001,2,975276465
869,3611,4,999375730
869,1313,2,975393016
869,2350,2,999377404
869,2556,3,975280800
869,2913,1,999376980
870,2773,2,975275276
873,1144,3,975439881
873,681,4,975280399
873,3154,4,975279788
873,2934,4,975440058
873,2981,4,975280032
881,1622,3,975264131
881,1636,2,975264410
881,980,2,975264840
881,1102,4,975264310
881,1170,2,975264598
881,814,3,1013537411
881,2317,2,975263832
881,3137,3,1013537298
881,146,1,1013537689
881,2008,4,975266075
881,394,5,975264344
889,2994,3,975261453
889,2998,2,975254268
889,2999,3,975250119
889,2200,3,975261542
889,744,3,975254959
889,1423,3,975255046
889,751,3,975250051
889,3047,5,975364518
889,2246,3,975251556
889,771,2,975250008
889,1450,2,975254772
889,2415,2,975254424
889,1486,2,975261523
889,958,4,975248806
889,974,3,975255215
889,2627,3,975255291
889,2675,2,975254165
889,617,3,975261864
889,1153,4,975253865
889,1154,4,975253865
889,1160,3,975250190
889,630,2,975254550
889,632,2,975254772
889,638,1,975254382
889,652,3,975249893
889,687,2,975254382
889,1502,1,975254382
889,1504,2,975261608
889,844,3,975261879
889,3121,4,975253865
889,2197,2,975255046
889,1543,1,975261851
889,3149,1,975248825
889,1549,2,975255463
889,1574,3,975254041
889,2388,3,975254268
889,167,3,975261879
889,1782,2,975254041
889,336,4,975255187
889,33,2,975254445
889,3574,1,975249805
889,2775,2,975254940
889,3581,2,975254959
889,59,2,975249893
889,2933,2,975254959
889,2008,3,975253908
889,397,3,975364444
889,1071,2,975254686
889,2962,3,975250234
889,1087,2,975249874
889,559,3,975250212
889,96,3,975250521
889,566,2,975254568
890,1494,4,976503482
890,1575,1,975235364
891,37,2,975234434
893,3581,3,975228122
904,2854,3,975209271
920,1055,3,975204900
926,146,1,1006637384
934,2415,2,992384945
934,993,3,992548442
934,2914,1,975185263
935,3482,4,976668021
939,3126,4,975172935
948,2658,2,975148943
948,3878,4,975148943
948,3333,2,975165199
949,3139,3,975392084
958,3047,4,975129286
960,114,3,975124123
966,2994,4,975115827
966,776,1,975115550
966,1486,3,975116221
966,503,3,975115443
970,200,3,980625228
970,189,2,975110688
974,1174,4,975107162
975,2627,4,975122623
975,1898,4,975121895
975,108,4,975122663
984,3853,4,985063358
992,3209,1,975074499
998,2129,4,975191723
998,2192,5,975192573
998,1058,4,975191660
1001,3796,4,975041087
1001,1471,2,976411225
1001,3867,2,976328601
1001,1502,2,976298340
1001,1519,3,976296847
1001,2544,3,976298217
1001,2545,4,976330067
1001,137,3,976297379
1001,2775,3,976296283
1001,59,5,976296320
1001,2960,3,976298070
1004,3611,4,975045896
1010,1622,2,975222672
1010,1636,1,994707180
1010,411,1,975222566
1010,2913,1,975222346
1010,1098,2,975027408
1015,1493,4,979452530
1015,1853,1,979455002
1015,1864,4,975018115
1015,2839,4,979451870
1015,1369,4,979452396
1015,1543,2,979452396
1015,3151,2,975103496
1015,1567,3,981862426
1015,136,4,975104306
1015,3374,1,979451470
1015,178,4,979453560
1015,1038,2,979454487
1015,2923,3,981859366
1017,3940,1,975008695
1017,3026,2,975013140
1017,3027,2,975013140
1017,1433,1,975013198
1017,3058,3,975012611
1017,2636,3,975012700
1017,3490,1,975009037
1017,3875,4,975009299
1017,3346,3,975012849
1017,3351,3,975012354
1017,2740,3,975012849
1017,3574,1,975013198
1017,1989,1,975013140
1017,1990,1,975013140
1017,3757,3,975012316
1017,3772,3,975013011
1017,3777,3,975012437
1019,3012,3,978468276
1019,2257,1,975365613
1019,3645,3,1010437993
1019,1149,4,985372417
1019,3140,4,1010438068
1019,561,4,985372748
1021,189,5,995045197
1022,1163,5,975006931
1022,1058,4,975007201
1026,3853,4,975378422
1026,3883,3,975378422
1026,3570,5,977351014
1028,1575,2,975001863
1029,3490,1,993526590
1029,1087,4,993323697
1031,1575,1,975264859
1033,1168,1,974996297
1034,958,4,975096750
1034,974,4,975197265
1034,3492,4,975012272
1035,336,2,974991937
1049,503,4,974962765
1050,3482,3,974967713
1051,1853,1,991024296
1051,375,3,987219873
1051,2963,1,1008633931
1053,2219,3,974953268
1053,394,2,974954088
1054,243,1,975103289
1057,3012,3,974952583
1057,3140,3,974952583
1059,3437,1,974953376
1059,1782,2,974953969
1063,598,5,979959215
1063,563,4,979959286
1065,3880,5,974946530
1068,1811,4,974949421
1069,2994,4,974943812
1069,729,5,974944293
1069,3944,1,974941969
1069,2063,5,974942506
1069,730,1,974943274
1069,758,4,974942506
1069,2233,1,974944748
1069,2234,1,974945262
1069,3050,1,974945342
1069,1651,1,974945262
1069,1659,1,974944799
1069,1664,5,974943079
1069,993,3,974944799
1069,2486,2,974944270
1069,245,4,974943812
1069,2673,5,974942506
1069,1872,1,974944721
1069,2675,2,974945021
1069,264,4,974943840
1069,2825,5,974942506
1069,3636,5,974945239
1069,3495,3,974945382
1069,1898,2,974944600
1069,283,4,974944655
1069,2850,5,974945113
1069,1116,4,974942923
1069,1149,5,974944997
1069,617,5,974944068
1069,649,5,974943593
1069,3880,5,974945487
1069,672,2,974945315
1069,682,4,974944965
1069,1504,4,974942895
1069,1369,5,974943840
1069,698,2,974943274
1069,3116,1,974944655
1069,847,1,974945280
1069,1522,3,974945187
1069,2326,3,974945342
1069,2192,2,974943919
1069,2197,2,974945135
1069,1543,4,974943433
1069,1549,1,974944623
1069,2503,4,974942923
1069,895,1,974945280
1069,106,5,974943274
1069,2388,2,974943812
1069,2544,1,974943512
1069,2557,5,974943079
1069,2705,5,974943302
1069,197,3,974944623
1069,2760,2,974942770
1069,2765,1,974944351
1069,2911,1,974944965
1069,53,4,974945239
1069,59,3,974942506
1069,526,1,974943857
1069,385,2,974943274
1069,90,2,974943649
1069,567,3,974945055
1071,925,4,975009732
1071,3139,5,975008652
1078,2998,5,974938777
1078,3116,3,974940017
1088,3944,3,1037239245
1088,3050,3,1026905112
1088,962,4,1015016966
1088,618,3,1019534990
1088,3892,4,1027989302
1088,3116,2,1036186854
1088,2172,3,1025249901
1088,3121,2,1021863295
1088,120,3,1026376170
1088,1930,1,1039748625
1093,2534,1,974929627
1094,2695,2,974929184
1094,3645,1,974929555
1094,2705,1,974929555
1100,2487,2,974926998
1100,1864,3,974927262
1101,1565,2,986227926
1101,1793,4,1031839089
1111,146,5,974919302
1112,3116,2,974947815
1112,2914,2,974947830
1113,1864,4,974927797
1114,618,1,974916268
1115,2854,1,975362809
1115,3757,1,975362757
1116,807,4,974914325
1120,243,3,975438054
1121,2627,4,1022868935
1125,652,2,975628134
1125,3161,3,974924954
1125,189,3,974925017
1125,1989,1,1013005305
1131,2904,5,974902039
1133,1501,1,974970470
1137,2209,4,982912360
1137,703,2,974876640
1139,3003,5,980573445
1140,2056,3,974875957
1140,1423,5,974876704
1140,2814,3,974879562
1140,2823,3,974880110
1140,3486,5,974878391
1140,3492,4,974880110
1140,3642,3,974879178
1140,3878,3,974880291
1140,3140,4,974877716
1140,3335,4,974877988
1141,2056,4,974878349
1141,972,2,974878718
1141,638,4,974878461
1141,641,1,974878851
1141,1796,1,974878348
1142,2298,1,974877147
1145,137,3,974873898
1146,2608,3,974939301
1146,200,1,974939798
1146,2855,2,974935487
1146,397,2,974934255
1147,751,5,974872750
1147,3047,3,974872784
1147,1444,3,974872146
1147,793,2,974873092
1147,1850,2,974873295
1147,245,4,974873010
1147,2673,5,974872875
1147,3657,3,974871891
1147,1138,5,974873713
1147,626,3,974873191
1147,3850,3,974872682
1147,1504,4,974872784
1147,2185,4,974872552
1147,2342,4,974873295
1147,2503,5,974872957
1147,2538,3,974872957
1147,2705,5,974873637
1147,2776,3,974873093
1147,2923,5,974873713
1150,1436,1,975192990
1150,769,3,975193249
1150,1622,3,974875401
1150,1493,2,975197265
1150,2298,2,974872587
1150,1651,1,974875431
1150,985,2,975193353
1150,1675,3,975193714
1150,245,3,974874738
1150,1872,2,974874026
1150,2824,4,975193249
1150,411,3,974877716
1150,2695,2,974875290
1150,1899,1,974874861
1150,1116,3,975196638
1150,614,3,974871838
1150,1504,3,974873572
1150,698,3,974873407
1150,1574,2,975195688
1150,108,3,975193302
1150,124,3,974874113
1150,129,2,974875818
1150,131,1,974875290
1150,1749,1,975197323
1150,136,3,975193302
1150,3374,2,974874231
1150,2576,2,974874026
1150,178,4,974876445
1150,3542,4,974869135
1150,197,2,974874738
1150,2765,3,974874946
1150,2776,3,975193249
1150,1038,2,974875561
1150,375,2,974875431
1150,385,3,974873664
1150,1087,4,974870607
1150,98,2,974872037
1152,1651,2,974867412
1154,192,2,974865617
1164,2998,5,974861477
1164,1656,2,1004486578
1164,1850,2,1004486384
1164,1872,3,1021599599
1164,1116,3,977274289
1164,1117,3,979773111
1164,2869,4,985230179
1164,2127,2,985230298
1164,1504,3,1021670380
1164,2175,4,1017716845
1164,1549,2,1004486496
1164,887,1,1021670695
1164,1574,3,1017716926
1164,129,2,1004486384
1164,1749,3,1021670356
1164,2914,2,1028074549
1164,2773,3,1004486080
1164,1038,4,979773071
1164,375,3,985230355
1164,712,4,975469426
1165,2854,1,1030762155
1170,3657,4,974862226
1172,2831,3,974867241
1173,2545,2,975002334
1174,2358,3,974857759
1181,2211,2,976140565
1181,2281,2,976068724
1181,962,3,975014122
1181,980,4,974855786
1181,2466,2,976070330
1181,1675,3,974945828
1181,1849,1,976148404
1181,3465,2,976065588
1181,251,3,974855786
1181,1121,3,976064724
1181,1154,2,974946199
1181,1170,2,976148612
1181,1181,2,974855948
1181,681,2,976141210
1181,146,2,976071497
1181,2562,4,976147194
1181,2776,2,974944565
1181,561,2,976060253
1182,1853,1,974917727
1186,3205,5,1037566763
1186,1168,4,977291232
1194,754,2,1036725353
1194,2242,2,1036261050
1194,993,3,1036724891
1194,1741,4,1036259676
1194,375,3,1036723903
1203,3056,4,998232204
1203,3161,4,974926818
1205,197,3,974844790
1205,1026,4,974843199
1207,626,1,974845517
1207,3574,1,974845467
1208,1861,4,974842499
1214,3642,3,974843210
1214,3644,3,974843210
1218,401,4,982948890
1221,2350,5,974842979
1224,2207,3,975168136
1224,2209,5,975168136
1224,2211,5,975168119
1224,2215,3,974909682
1224,2219,5,975168119
1224,2221,5,975168003
1224,1450,5,975248836
1224,3640,4,974909732
1224,854,5,975246853
1224,2512,5,975181812
1227,1450,4,976905108
1227,1471,4,976904398
1227,2839,5,976904866
1227,632,5,976904866
1227,3131,4,976904399
1227,137,3,976905249
1227,2963,3,976905496
1241,3867,5,974861096
1242,776,4,975347288
1242,3228,1,987709390
1242,1811,4,974910116
1242,2486,2,974909684
1242,3293,3,974834417
1242,1850,4,974908537
1242,2824,3,976307934
1242,2839,5,974909118
1242,1116,3,974909118
1242,1144,4,974834953
1242,617,5,974909295
1242,2892,5,974910190
1242,1164,5,975348563
1242,1315,2,976307964
1242,649,5,975347457
1242,3880,3,974834830
1242,682,1,976308358
1242,863,4,975347288
1242,864,4,974909075
1242,2503,5,974909098
1242,3161,5,974832121
1242,1575,4,976307470
1242,106,4,974909236
1242,2538,5,974835027
1242,136,4,974834867
1242,2705,3,976307696
1242,2578,3,982950474
1242,1002,5,974833560
1242,37,3,974835013
1242,2775,2,974909527
1242,503,3,975643191
1242,567,2,976307660
1243,1565,4,994720662
1247,3294,4,974828904
1252,3860,4,978885846
1252,1567,4,1032281045
1255,1853,1,974824546
1258,1153,5,974821690
1258,3305,4,974821275
1259,1121,3,974820598
1260,3796,4,992265703
1261,212,1,974820151
1261,1383,3,974820594
1265,3883,4,1010942132
1265,375,4,1000994880
1265,75,1,1011717598
1266,2998,2,978577196
1266,1486,3,978577964
1266,3292,4,974818827
1266,1138,3,978577998
1266,1144,4,978577164
1266,3891,1,989331449
1266,3892,1,989331481
1266,2191,3,978746938
1266,1567,3,994608496
1266,2534,1,1008000153
1266,3380,4,974863284
1266,2754,1,994608496
1267,643,3,974817216
1267,811,5,974829565
1267,860,5,974829565
1268,3121,5,974835864
1268,128,4,974836460
1274,751,5,1015584993
1274,755,4,1040298458
1274,769,3,974813365
1274,925,4,974812760
1274,3419,4,1002192554
1274,2632,4,1031910904
1274,3292,4,1007062314
1274,2824,5,979642589
1274,3645,5,1031911008
1274,3888,4,1007064872
1274,823,4,1031911152
1274,1504,4,974811052
1274,3140,4,990182164
1279,807,2,974798490
1279,2175,4,974796695
1279,2544,3,974796736
1279,146,2,974854688
1281,563,4,974793502
1284,3940,1,974844058
1284,3860,4,983221643
1284,2963,3,978826738
1285,119,1,974877925
1285,503,2,974791295
1285,2923,3,976320355
1287,406,4,977734399
1287,1898,4,977733358
1288,3333,4,974794274
1291,2619,3,974790833
1291,844,4,974794552
1294,2251,3,974788402
1294,3419,4,974875185
1294,189,4,974873957
1295,2008,2,974788560
1297,3495,3,974791362
1297,2317,4,974793105
1297,178,3,974792517
1298,2242,4,974834726
1298,1877,4,974837949
1298,2831,4,974828484
1298,2509,4,974829338
1298,146,4,974788252
1298,2913,3,974838867
1300,1349,3,974787047
1300,397,2,974787918
1301,359,2,974787992
1305,3880,4,974784842
1306,1565,5,1011769819
1306,3722,2,1014018924
1311,2101,5,974781553
1312,244,2,974780740
1314,146,3,975535053
1317,3796,3,1011812340
1317,2825,4,1011717650
1317,3817,5,980040388
1317,129,4,979332805
1317,2563,3,975215116
1317,3905,3,1011746123
1322,2246,3,974778679
1322,1871,5,974777221
1333,1168,2,974775945
1333,853,5,974778445
1335,729,4,974777005
1335,1423,5,974775903
1337,1026,3,974776868
1339,3904,1,974775198
1340,3026,1,975132457
1340,1548,2,976766917
1341,3940,1,974774591
1341,1433,1,974774621
1341,2452,1,974774591
1341,1891,1,974774621
1341,1168,1,974774365
1341,3574,1,974774621
1341,1990,1,974774591
1342,397,3,974773979
1345,1878,2,974773383
1345,1903,4,974773695
1347,3796,4,997416299
1352,751,2,1033421681
1352,1872,5,1036980286
1352,2830,4,1012097767
1352,3817,3,1013718490
1352,2129,4,1035562221
1352,666,3,1014582351
1352,1360,2,1014502927
1352,1364,3,1031532546
1352,696,3,1016776052
1352,2512,5,1029550735
1352,1741,3,1002586646
1352,2544,3,1014503312
1352,2775,2,1014503019
1352,2933,4,1012097787
1352,2964,2,1036978324
1354,2768,4,974772358
1356,2545,1,974772240
1356,2765,5,974771823
1357,2636,2,974770603
1357,397,1,974771972
1357,3757,3,974770659
1362,3335,2,979432667
1364,1349,4,974769171
1383,598,3,976324682
1383,3517,4,974767333
1383,563,2,974769368
1387,1163,4,974766696
1390,2984,5,1007184399
1395,3601,4,993402870
1395,2892,4,975011988
1399,3853,3,974764039
1404,2509,3,974766413
1413,189,4,974761724
1422,3161,2,1020191538
1425,3944,2,1024415675
1425,2221,4,1044985908
1425,754,3,977079174
1425,1811,4,1020550974
1425,212,1,1027277427
1425,3867,4,1015358912
1425,3374,2,1040096034
1425,1793,2,977864412
1425,2913,3,1007600260
1425,2775,4,1023983747
1427,3322,1,974760437
1434,310,2,974761472
1435,2061,3,974758968
1435,3303,4,974757820
1438,1538,1,974757598
1442,397,4,974757113
1445,119,1,974756834
1447,3940,4,1026340597
1447,37,4,1030063873
1447,3574,1,981017983
1447,703,1,981020336
1448,3001,1,976128796
1448,3050,4,976211359
1448,2257,4,977259716
1448,2298,2,974756825
1448,1651,4,978973014
1448,1807,3,976550688
1448,245,3,976554584
1448,3887,3,978973118
1448,1531,5,976219294
1448,1715,4,978614071
1448,375,5,976550342
1449,3047,4,975518402
1449,962,4,976910039
1449,200,2,976316981
1449,3482,2,982017562
1449,1154,3,975436794
1449,1170,1,976312340
1449,649,3,975695856
1449,2350,2,976908679
1449,2765,3,976315414
1449,2964,3,984676108
1451,2101,4,986636148
1452,197,4,974756416
1458,1565,2,998066184
1465,411,1,974763275
1465,3644,4,974768173
1465,1181,3,974763101
1470,579,2,974838580
1470,3944,1,974753741
1470,734,2,974915497
1470,3012,2,974836951
1470,1423,3,974839194
1470,756,2,974838739
1470,2233,2,974838580
1470,2235,2,974838371
1470,2246,1,974836508
1470,1450,2,974836759
1470,3058,2,974838688
1470,925,1,974839123
1470,789,2,974838787
1470,939,1,974915542
1470,796,2,974836871
1470,3212,3,974838528
1470,3216,1,974838817
1470,2277,2,974915454
